"CCAA","FECHA","CASOS","PCR.","TestAc.","Hospitalizados","UCI","Fallecidos"
"AS","15/4/2020",NA,2110,137,927,112,176
"IB","15/4/2020",NA,1636,NA,869,150,131
"CN","15/4/2020",NA,1988,0,802,156,107
"CB","15/4/2020",NA,1845,NA,890,77,137
"CM","15/4/2020",NA,15151,NA,7987,503,1796
"CL","15/4/2020",NA,14380,NA,6449,445,1372
"CT","15/4/2020",NA,37354,NA,20553,2252,3618
"CE","15/4/2020",NA,98,2,9,4,4
"VC","15/4/2020",NA,9615,NA,4524,625,972
"EX","15/4/2020",NA,2581,300,1186,107,359
"GA","15/4/2020",NA,7873,NA,2494,282,310
"MD","15/4/2020",NA,56304,NA,36251,3203,6877
"ML","15/4/2020",NA,103,0,43,3,2
"MC","15/4/2020",NA,1416,174,575,97,111
"NC","15/4/2020",NA,4348,NA,1752,124,261
"PV","15/4/2020",NA,11203,587,5863,478,956
"RI","15/4/2020",NA,3539,377,1207,75,257
"AN","16/4/2020",NA,10635,383,5298,675,940
"AR","16/4/2020",NA,4489,175,2151,235,562
"AS","16/4/2020",NA,2163,156,966,113,186
"IB","16/4/2020",NA,1667,NA,902,150,134
"CN","16/4/2020",NA,2009,0,811,159,111
"CB","16/4/2020",NA,1884,NA,903,78,144
"CM","16/4/2020",NA,15997,NA,8018,511,1852
"CL","16/4/2020",NA,14903,NA,6518,449,1401
"CT","16/4/2020",NA,38316,NA,21242,2305,3752
"CE","16/4/2020",NA,98,3,9,4,4
"VC","16/4/2020",NA,9486,297,4605,632,999
"EX","16/4/2020",NA,2656,363,1212,107,372
"GA","16/4/2020",NA,8013,NA,2535,290,320
"MD","16/4/2020",NA,57157,NA,36851,3214,7007
"ML","16/4/2020",NA,104,NA,44,3,2
"MC","16/4/2020",NA,1424,202,585,99,112
"NC","16/4/2020",NA,4433,NA,1781,124,338
"PV","16/4/2020",NA,11403,686,5939,484,992
"RI","16/4/2020",NA,3547,551,1226,76,262
"AN","17/4/2020",NA,10734,434,5341,677,967
"AR","17/4/2020",NA,4551,210,2180,237,601
"AS","17/4/2020",NA,2186,180,980,113,190
"IB","17/4/2020",NA,1723,24,934,155,148
"CN","17/4/2020",NA,2035,0,822,160,115
"CB","17/4/2020",NA,1990,NA,911,78,149
"CM","17/4/2020",NA,16349,NA,8093,514,1913
"CL","17/4/2020",NA,15293,NA,6831,495,1429
"CT","17/4/2020",NA,39943,152,22013,2349,3879
"CE","17/4/2020",NA,100,11,9,4,4
"VC","17/4/2020",NA,9584,533,4708,636,1042
"EX","17/4/2020",NA,2663,468,1240,107,380
"GA","17/4/2020",NA,8084,NA,2554,291,334
"MD","17/4/2020",NA,57978,0,37248,3228,7132
"ML","17/4/2020",NA,104,0,44,3,2
"MC","17/4/2020",NA,1430,217,611,102,115
"NC","17/4/2020",NA,4349,230,1829,127,354
"PV","17/4/2020",NA,11553,802,6030,490,1020
"RI","17/4/2020",NA,3583,667,1249,78,272
"AN","18/4/2020",NA,10898,491,5424,687,993
"AR","18/4/2020",NA,4608,223,2216,240,619
"AS","18/4/2020",NA,2203,188,988,114,197
"IB","18/4/2020",NA,1739,33,952,158,155
"CN","18/4/2020",NA,2047,0,825,162,119
"CB","18/4/2020",NA,1949,101,924,78,153
"CM","18/4/2020",NA,14588,2037,8137,518,1963
"CL","18/4/2020",NA,14644,977,6981,498,1458
"CT","18/4/2020",NA,40448,152,22235,2395,3933
"CE","18/4/2020",NA,100,12,9,4,4
"VC","18/4/2020",NA,9657,593,4781,643,1065
"EX","18/4/2020",NA,2673,519,1278,107,384
"GA","18/4/2020",NA,8185,NA,2590,294,346
"MD","18/4/2020",NA,58466,2475,37626,3238,7239
"ML","18/4/2020",NA,104,3,44,3,2
"MC","18/4/2020",NA,1438,215,612,102,116
"NC","18/4/2020",NA,4413,243,1843,127,369
"PV","18/4/2020",NA,11731,838,6086,499,1062
"RI","18/4/2020",NA,3636,694,1268,79,277
"AN","19/4/2020",NA,10991,527,5473,690,1013
"AR","19/4/2020",NA,4654,232,2244,242,637
"AS","19/4/2020",NA,2213,194,993,115,199
"IB","19/4/2020",NA,1748,39,960,159,157
"CN","19/4/2020",NA,2067,0,826,163,119
"CB","19/4/2020",NA,1973,110,934,78,158
"CM","19/4/2020",NA,14725,2071,8173,531,2021
"CL","19/4/2020",NA,14781,1076,7080,501,1493
"CT","19/4/2020",NA,41676,1027,22375,2409,4009
"CE","19/4/2020",NA,100,14,9,4,4
"VC","19/4/2020",NA,9708,631,4827,646,1079
"EX","19/4/2020",NA,2692,551,1306,107,389
"GA","19/4/2020",NA,8299,NA,2609,296,352
"MD","19/4/2020",NA,58673,2663,37970,3248,7351
"ML","19/4/2020",NA,104,5,44,3,2
"MC","19/4/2020",NA,1440,219,612,103,117
"NC","19/4/2020",NA,4449,286,1856,128,385
"PV","19/4/2020",NA,11789,839,6109,501,1081
"RI","19/4/2020",NA,3664,707,1282,79,285
"AN","20/4/2020",NA,11095,553,5509,692,1017
"AR","20/4/2020",NA,4684,254,2271,244,643
"AS","20/4/2020",NA,2220,229,999,116,203
"IB","20/4/2020",NA,1766,41,983,159,161
"CN","20/4/2020",NA,2085,0,837,164,120
"CB","20/4/2020",NA,1998,110,948,78,165
"CM","20/4/2020",NA,14936,2109,8199,534,2075
"CL","20/4/2020",NA,14951,1308,7174,503,1521
"CT","20/4/2020",NA,43112,1027,22796,2437,4152
"CE","20/4/2020",NA,100,14,9,4,4
"VC","20/4/2020",NA,9750,649,4866,648,1089
"EX","20/4/2020",NA,2692,551,1327,107,397
"GA","20/4/2020",NA,8468,NA,2652,296,360
"MD","20/4/2020",NA,59300,2672,38161,3278,7460
"ML","20/4/2020",NA,105,5,44,3,2
"MC","20/4/2020",NA,1445,251,614,104,120
"NC","20/4/2020",NA,4475,356,1877,128,397
"PV","20/4/2020",NA,11843,967,6141,507,1103
"RI","20/4/2020",NA,3684,799,1297,81,294
"AN","21/4/2020",NA,11225,654,5565,696,1050
"AR","21/4/2020",NA,4761,293,2304,246,656
"AS","21/4/2020",NA,2230,277,1007,116,211
"IB","21/4/2020",NA,1786,48,1001,163,164
"CN","21/4/2020",NA,2094,0,841,164,121
"CB","21/4/2020",NA,2012,148,956,78,167
"CM","21/4/2020",NA,15053,2268,8243,537,2140
"CL","21/4/2020",NA,15141,1698,7264,505,1554
"CT","21/4/2020",NA,43802,1027,23295,2460,4247
"CE","21/4/2020",NA,100,24,9,4,4
"VC","21/4/2020",NA,9825,746,4896,649,1106
"EX","21/4/2020",NA,2692,551,1349,107,404
"GA","21/4/2020",NA,8634,NA,2674,297,368
"MD","21/4/2020",NA,59950,2954,38328,3283,7577
"ML","21/4/2020",NA,105,6,44,3,2
"MC","21/4/2020",NA,1455,262,622,104,123
"NC","21/4/2020",NA,4531,427,1894,128,401
"PV","21/4/2020",NA,11974,1070,6201,513,1124
"RI","21/4/2020",NA,3704,882,1318,81,298
"AN","22/4/2020",NA,11358,837,5616,702,1079
"AR","22/4/2020",NA,4833,404,2340,247,681
"AS","22/4/2020",NA,2241,318,1009,116,222
"IB","22/4/2020",NA,1805,54,1018,162,168
"CN","22/4/2020",NA,2113,0,855,169,121
"CB","22/4/2020",NA,2023,183,965,78,173
"CM","22/4/2020",NA,15128,2429,8304,546,2188
"CL","22/4/2020",NA,15510,1892,7397,508,1582
"CT","22/4/2020",NA,44892,1027,23647,2478,4343
"CE","22/4/2020",NA,100,24,9,4,4
"VC","22/4/2020",NA,9869,866,4917,650,1124
"EX","22/4/2020",NA,2715,651,1375,107,407
"GA","22/4/2020",NA,8805,NA,2694,298,375
"MD","22/4/2020",NA,60657,3393,38620,3288,7684
"ML","22/4/2020",NA,106,7,44,3,2
"MC","22/4/2020",NA,1460,261,624,104,124
"NC","22/4/2020",NA,4577,486,1907,129,409
"PV","22/4/2020",NA,12094,1342,6260,516,1167
"RI","22/4/2020",NA,3741,986,1331,82,303
"AN","23/4/2020",NA,11486,963,5675,714,1107
"AR","23/4/2020",NA,4867,428,2359,248,695
"AS","23/4/2020",NA,2245,354,1012,117,228
"IB","23/4/2020",NA,1819,57,1036,162,172
"CN","23/4/2020",NA,2140,0,868,169,128
"CB","23/4/2020",NA,2055,218,978,78,178
"CM","23/4/2020",NA,15365,2688,8342,553,2255
"CL","23/4/2020",NA,15692,2084,7506,510,1612
"CT","23/4/2020",NA,45544,1027,24130,2569,4393
"CE","23/4/2020",NA,100,25,10,4,4
"VC","23/4/2020",NA,9939,967,4945,651,1147
"EX","23/4/2020",NA,2718,685,1413,107,411
"GA","23/4/2020",NA,8932,NA,2707,301,382
"MD","23/4/2020",NA,61099,3535,38837,3305,7765
"ML","23/4/2020",NA,107,9,44,3,2
"MC","23/4/2020",NA,1468,273,625,105,125
"NC","23/4/2020",NA,4581,599,1915,129,417
"PV","23/4/2020",NA,12204,1576,6315,518,1193
"RI","23/4/2020",NA,3790,1075,1344,82,307
"AN","24/4/2020",NA,11645,1129,5715,716,1131
"AR","24/4/2020",NA,4922,460,2372,249,709
"AS","24/4/2020",NA,2249,393,1020,117,235
"IB","24/4/2020",NA,1845,60,1053,162,174
"CN","24/4/2020",NA,2155,0,878,171,130
"CB","24/4/2020",NA,2071,244,982,78,182
"CM","24/4/2020",NA,15509,3016,8385,559,2292
"CL","24/4/2020",NA,15990,2269,7555,511,1639
"CT","24/4/2020",NA,46261,1027,24420,2576,4498
"CE","24/4/2020",NA,100,25,10,4,4
"VC","24/4/2020",NA,10066,1057,4978,653,1172
"EX","24/4/2020",NA,2718,740,1447,107,416
"GA","24/4/2020",NA,9116,NA,2717,302,388
"MD","24/4/2020",NA,61619,3691,39064,3307,7848
"ML","24/4/2020",NA,108,10,44,3,2
"MC","24/4/2020",NA,1468,288,625,105,126
"NC","24/4/2020",NA,4627,647,1937,129,429
"PV","24/4/2020",NA,12366,1766,6375,525,1212
"RI","24/4/2020",NA,3821,1125,1360,83,311
"AN","25/4/2020",NA,11712,1260,5747,716,1145
"AR","25/4/2020",NA,4955,501,2395,251,712
"AS","25/4/2020",NA,2261,441,1022,117,243
"IB","25/4/2020",NA,1852,63,1057,162,175
"CN","25/4/2020",NA,2167,0,880,171,131
"CB","25/4/2020",NA,2083,247,991,78,183
"CM","25/4/2020",NA,15609,3386,8417,565,2330
"CL","25/4/2020",NA,16222,2462,7653,515,1666
"CT","25/4/2020",NA,46811,1027,25665,2583,4566
"CE","25/4/2020",NA,100,31,10,4,4
"VC","25/4/2020",NA,10160,1212,5013,654,1186
"EX","25/4/2020",NA,2736,729,1480,107,422
"GA","25/4/2020",NA,9176,NA,2724,303,394
"MD","25/4/2020",NA,61855,3691,39217,3308,7922
"ML","25/4/2020",NA,110,11,44,3,2
"MC","25/4/2020",NA,1474,297,627,106,127
"NC","25/4/2020",NA,4712,740,1942,129,431
"PV","25/4/2020",NA,12455,1860,6426,533,1230
"RI","25/4/2020",NA,3861,1137,1380,84,315
"AN","26/4/2020",NA,11787,1321,5767,720,1157
"AR","26/4/2020",NA,4985,519,2403,251,726
"AS","26/4/2020",NA,2263,472,1028,117,248
"IB","26/4/2020",NA,1857,63,1057,162,179
"CN","26/4/2020",NA,2178,0,881,171,131
"CB","26/4/2020",NA,2104,246,995,78,186
"CM","26/4/2020",NA,15664,3622,8444,579,2365
"CL","26/4/2020",NA,16404,2624,7703,518,1690
"CT","26/4/2020",NA,47755,1027,25799,2724,4699
"CE","26/4/2020",NA,100,31,10,4,4
"VC","26/4/2020",NA,10180,1232,5032,656,1189
"EX","26/4/2020",NA,2749,731,1490,107,428
"GA","26/4/2020",NA,9238,NA,2728,304,405
"MD","26/4/2020",NA,61985,4022,39350,3309,7986
"ML","26/4/2020",NA,110,11,44,3,2
"MC","26/4/2020",NA,1474,297,627,106,128
"NC","26/4/2020",NA,4733,753,1942,130,432
"PV","26/4/2020",NA,12513,1899,6457,538,1241
"RI","26/4/2020",NA,3892,1149,1392,85,320
"AN","27/4/2020",NA,11836,1359,5792,721,1168
"AR","27/4/2020",NA,5004,553,2425,252,735
"AS","27/4/2020",NA,2269,537,1035,117,252
"IB","27/4/2020",NA,1868,70,1069,162,181
"CN","27/4/2020",NA,2187,0,900,174,133
"CB","27/4/2020",NA,2115,271,1000,78,188
"CM","27/4/2020",NA,15706,3812,8464,584,2396
"CL","27/4/2020",NA,16589,2783,7777,522,1710
"CT","27/4/2020",NA,48158,1027,26230,2750,4808
"CE","27/4/2020",NA,100,34,10,4,4
"VC","27/4/2020",NA,10204,1454,5046,659,1200
"EX","27/4/2020",NA,2751,736,1505,107,433
"GA","27/4/2020",NA,9328,NA,2734,305,412
"MD","27/4/2020",NA,62579,4205,39423,3338,8048
"ML","27/4/2020",NA,114,11,44,3,2
"MC","27/4/2020",NA,1475,318,629,106,130
"NC","27/4/2020",NA,4759,871,1945,130,432
"PV","27/4/2020",NA,12564,2240,6482,539,1255
"RI","27/4/2020",NA,3897,1200,1400,87,326
"AN","28/4/2020",NA,11917,1528,5831,721,1188
"AR","28/4/2020",NA,5042,610,2454,252,736
"AS","28/4/2020",NA,2284,587,1041,117,259
"IB","28/4/2020",NA,1877,71,1074,162,185
"CN","28/4/2020",NA,2202,0,906,175,134
"CB","28/4/2020",NA,2146,293,1006,79,191
"CM","28/4/2020",NA,15785,4010,8523,588,2436
"CL","28/4/2020",NA,16690,3161,7854,524,1736
"CT","28/4/2020",NA,48654,1027,26546,2768,4905
"CE","28/4/2020",NA,101,38,10,4,4
"VC","28/4/2020",NA,10236,1580,5072,662,1218
"EX","28/4/2020",NA,2764,749,1526,107,440
"GA","28/4/2020",NA,8693,791,2736,308,551
"MD","28/4/2020",NA,63079,4381,39850,3355,8105
"ML","28/4/2020",NA,114,11,44,3,2
"MC","28/4/2020",NA,1480,360,635,106,130
"NC","28/4/2020",NA,4794,1090,1951,130,448
"PV","28/4/2020",NA,12619,2519,6522,540,1274
"RI","28/4/2020",NA,3910,1263,1413,87,330
"AN","29/4/2020",NA,11949,1675,5873,721,1207
"AR","29/4/2020",NA,5091,880,2477,252,739
"AS","29/4/2020",NA,2295,627,1047,117,263
"IB","29/4/2020",NA,1881,72,1077,163,188
"CN","29/4/2020",NA,2205,0,909,175,135
"CB","29/4/2020",NA,2173,332,1007,79,191
"CM","29/4/2020",NA,15832,4239,8567,592,2463
"CL","29/4/2020",NA,16885,3427,7957,528,1752
"CT","29/4/2020",NA,48916,1027,26763,2784,4975
"CE","29/4/2020",NA,101,45,10,4,4
"VC","29/4/2020",NA,10331,1727,5096,663,1236
"EX","29/4/2020",NA,2785,753,1550,108,446
"GA","29/4/2020",NA,8731,848,2747,310,551
"MD","29/4/2020",NA,63454,4488,40076,3377,8176
"ML","29/4/2020",NA,114,11,44,3,2
"MC","29/4/2020",NA,1486,408,637,108,130
"NC","29/4/2020",NA,4815,1325,1965,132,451
"PV","29/4/2020",NA,12701,2818,6561,541,1296
"RI","29/4/2020",NA,3918,1288,1424,88,332
"AN","30/4/2020",NA,12061,1820,5935,729,1238
"AR","30/4/2020",NA,5116,987,2494,253,749
"AS","30/4/2020",NA,2310,663,1048,118,264
"IB","30/4/2020",NA,1892,76,1085,163,193
"CN","30/4/2020",NA,2206,0,914,175,136
"CB","30/4/2020",NA,2184,363,1009,79,192
"CM","30/4/2020",NA,15910,4606,8618,596,2498
"CL","30/4/2020",NA,16993,3746,8010,531,1770
"CT","30/4/2020",NA,49307,1027,26932,2795,5061
"CE","30/4/2020",NA,101,50,10,4,4
"VC","30/4/2020",NA,10347,1862,5126,694,1245
"EX","30/4/2020",NA,2811,819,1565,108,451
"GA","30/4/2020",NA,8769,848,2759,313,558
"MD","30/4/2020",NA,63747,4609,40293,3392,8222
"ML","30/4/2020",NA,115,11,44,3,2
"MC","30/4/2020",NA,1488,472,638,109,132
"NC","30/4/2020",NA,4848,1489,1977,132,458
"PV","30/4/2020",NA,12824,3145,6607,544,1312
"RI","30/4/2020",NA,3936,1290,1433,88,333
"AN","1/5/2020",NA,12105,2023,5961,735,1253
"AR","1/5/2020",NA,5136,1028,2503,253,761
"AS","1/5/2020",NA,2311,686,1052,120,270
"IB","1/5/2020",NA,1898,82,1089,163,197
"CN","1/5/2020",NA,2212,0,918,175,140
"CB","1/5/2020",NA,2201,376,1009,79,193
"CM","1/5/2020",NA,15967,5056,8645,601,2534
"CL","1/5/2020",NA,17165,3834,8054,531,1788
"CT","1/5/2020",NA,49850,1027,27049,2811,5137
"CE","1/5/2020",NA,101,51,10,4,4
"VC","1/5/2020",NA,10552,2103,5153,695,1258
"EX","1/5/2020",NA,2824,866,1592,108,458
"GA","1/5/2020",NA,8804,848,2769,313,563
"MD","1/5/2020",NA,63928,4609,40457,3404,8292
"ML","1/5/2020",NA,115,11,44,3,2
"MC","1/5/2020",NA,1491,475,639,110,132
"NC","1/5/2020",NA,4888,1523,1979,132,460
"PV","1/5/2020",NA,12899,3232,6659,551,1321
"RI","1/5/2020",NA,3947,1292,1439,88,334
"AN","2/5/2020",NA,12139,2112,5961,736,1256
"AR","2/5/2020",NA,5164,1044,2519,253,761
"AS","2/5/2020",NA,2313,706,1055,120,270
"IB","2/5/2020",NA,1904,82,1094,163,197
"CN","2/5/2020",NA,2221,0,919,175,140
"CB","2/5/2020",NA,2205,384,1010,79,195
"CM","2/5/2020",NA,16017,5273,8676,604,2565
"CL","2/5/2020",NA,17283,3946,8085,533,1800
"CT","2/5/2020",NA,50234,1027,27257,2844,5185
"CE","2/5/2020",NA,101,51,10,4,4
"VC","2/5/2020",NA,10563,2250,5181,698,1264
"EX","2/5/2020",NA,2844,868,1603,108,460
"GA","2/5/2020",NA,8837,848,2774,315,569
"MD","2/5/2020",NA,64045,4609,40597,3421,8332
"ML","2/5/2020",NA,117,12,44,3,2
"MC","2/5/2020",NA,1492,482,641,110,134
"NC","2/5/2020",NA,4902,1525,1986,133,462
"PV","2/5/2020",NA,12944,3259,6692,553,1329
"RI","2/5/2020",NA,3952,1295,1446,88,335
"AN","3/5/2020",NA,12156,2155,5973,738,1263
"AR","3/5/2020",NA,5188,1051,2526,253,762
"AS","3/5/2020",NA,2315,716,1057,120,274
"IB","3/5/2020",NA,1904,83,1097,163,197
"CN","3/5/2020",NA,2225,0,919,175,141
"CB","3/5/2020",NA,2206,390,1011,79,197
"CM","3/5/2020",NA,16050,5461,8698,606,2590
"CL","3/5/2020",NA,17334,4045,8123,534,1818
"CT","3/5/2020",NA,50366,1027,27321,2847,5220
"CE","3/5/2020",NA,101,51,10,4,4
"VC","3/5/2020",NA,10575,2383,5204,700,1269
"EX","3/5/2020",NA,2849,873,1618,108,460
"GA","3/5/2020",NA,8859,848,2782,315,575
"MD","3/5/2020",NA,64157,4609,40741,3431,8376
"ML","3/5/2020",NA,119,12,44,3,2
"MC","3/5/2020",NA,1492,482,645,110,134
"NC","3/5/2020",NA,4918,1529,1990,133,466
"PV","3/5/2020",NA,12956,3294,6719,554,1341
"RI","3/5/2020",NA,3961,1297,1449,88,335
"AN","4/5/2020",NA,12167,2184,5983,738,1267
"AR","4/5/2020",NA,5207,1075,2539,253,770
"AS","4/5/2020",NA,2316,743,1061,120,275
"IB","4/5/2020",NA,1906,87,1105,164,198
"CN","4/5/2020",NA,2231,0,920,176,142
"CB","4/5/2020",NA,2207,400,1015,79,198
"CM","4/5/2020",NA,16080,5576,8725,609,2616
"CL","4/5/2020",NA,17429,4290,8153,537,1832
"CT","4/5/2020",NA,50771,1027,27745,2856,5270
"CE","4/5/2020",NA,101,54,10,4,4
"VC","4/5/2020",NA,10617,2383,5214,701,1279
"EX","4/5/2020",NA,2852,876,1629,108,462
"GA","4/5/2020",NA,8881,902,2792,317,579
"MD","4/5/2020",NA,64489,4689,40851,3442,8420
"ML","4/5/2020",NA,119,12,44,3,2
"MC","4/5/2020",NA,1496,555,650,111,136
"NC","4/5/2020",NA,4936,1625,1995,134,471
"PV","4/5/2020",NA,12987,3461,6736,556,1353
"RI","4/5/2020",NA,3967,1303,1452,90,336
"AN","5/5/2020",NA,12190,2403,6012,740,1281
"AR","5/5/2020",NA,5231,1151,2552,253,788
"AS","5/5/2020",NA,2322,768,1068,120,278
"IB","5/5/2020",NA,1917,92,1117,164,199
"CN","5/5/2020",NA,2231,0,920,176,143
"CB","5/5/2020",NA,2213,413,1018,79,199
"CM","5/5/2020",NA,16144,6022,8765,612,2647
"CL","5/5/2020",NA,17520,4636,8246,538,1847
"CT","5/5/2020",NA,50924,1166,28085,2871,5345
"CE","5/5/2020",NA,109,55,10,4,4
"VC","5/5/2020",NA,10659,2527,5225,701,1291
"EX","5/5/2020",NA,2865,881,1650,108,463
"GA","5/5/2020",NA,8901,1095,2811,319,588
"MD","5/5/2020",NA,64820,4689,41031,3465,8466
"ML","5/5/2020",NA,119,12,44,3,2
"MC","5/5/2020",NA,1498,635,650,111,136
"NC","5/5/2020",NA,4966,1804,2005,135,476
"PV","5/5/2020",NA,13021,3671,6781,559,1364
"RI","5/5/2020",NA,3980,1342,1458,91,337
"AN","6/5/2020",NA,12222,2602,6027,742,1294
"AR","6/5/2020",NA,5258,1258,2564,255,800
"AS","6/5/2020",NA,2330,773,1072,121,279
"IB","6/5/2020",NA,1925,94,1121,164,201
"CN","6/5/2020",NA,2235,0,921,176,144
"CB","6/5/2020",NA,2220,422,1020,79,200
"CM","6/5/2020",NA,16184,6383,8796,613,2677
"CL","6/5/2020",NA,17625,4912,8300,541,1864
"CT","6/5/2020",NA,51190,1315,28248,2891,5394
"CE","6/5/2020",NA,109,56,10,4,4
"VC","6/5/2020",NA,10694,2719,5252,704,1303
"EX","6/5/2020",NA,2877,931,1664,108,467
"GA","6/5/2020",NA,8919,1158,2833,320,591
"MD","6/5/2020",NA,65093,4792,41159,3485,8504
"ML","6/5/2020",NA,119,13,44,3,2
"MC","6/5/2020",NA,1501,691,652,111,137
"NC","6/5/2020",NA,4983,2027,2015,135,480
"PV","6/5/2020",NA,13054,3918,6797,561,1383
"RI","6/5/2020",NA,3986,1344,1463,91,338
"AN","7/5/2020",NA,12239,2763,6038,742,1301
"AR","7/5/2020",NA,5274,1301,2578,255,815
"AS","7/5/2020",NA,2338,821,1076,121,280
"IB","7/5/2020",NA,1931,94,1121,164,202
"CN","7/5/2020",NA,2240,NA,927,176,148
"CB","7/5/2020",NA,2232,433,1022,79,201
"CM","7/5/2020",NA,16237,6671,8828,617,2713
"CL","7/5/2020",NA,17716,5210,8357,543,1876
"CT","7/5/2020",NA,51733,1476,28608,2949,5471
"CE","7/5/2020",NA,109,59,11,4,4
"VC","7/5/2020",NA,10725,2888,5287,706,1309
"EX","7/5/2020",NA,2900,953,1678,109,472
"GA","7/5/2020",NA,8952,1269,2852,321,592
"MD","7/5/2020",NA,65333,4792,41304,3493,8552
"ML","7/5/2020",NA,119,13,44,3,2
"MC","7/5/2020",NA,1504,748,659,112,137
"NC","7/5/2020",NA,5006,2221,2015,135,484
"PV","7/5/2020",NA,13104,4185,6818,566,1390
"RI","7/5/2020",NA,3992,1363,1469,91,342
"AN","8/5/2020",NA,12250,2930,6069,745,1317
"AR","8/5/2020",NA,5291,1365,2583,255,823
"AS","8/5/2020",NA,2344,841,1077,121,280
"IB","8/5/2020",NA,1940,98,1121,165,207
"CN","8/5/2020",NA,2250,0,935,178,148
"CB","8/5/2020",NA,2241,440,1023,79,201
"CM","8/5/2020",NA,16278,7015,8867,621,2738
"CL","8/5/2020",NA,17822,5630,8394,546,1885
"CT","8/5/2020",NA,51935,1643,28687,2950,5507
"CE","8/5/2020",NA,110,59,11,4,4
"VC","8/5/2020",NA,10760,3015,5317,709,1315
"EX","8/5/2020",NA,2907,979,1695,109,477
"GA","8/5/2020",NA,8964,1358,2876,323,595
"MD","8/5/2020",NA,65555,4852,41436,3508,8598
"ML","8/5/2020",NA,119,13,44,3,2
"MC","8/5/2020",NA,1506,757,662,112,138
"NC","8/5/2020",NA,5039,2403,2021,135,487
"PV","8/5/2020",NA,13161,4442,6865,568,1403
"RI","8/5/2020",NA,4000,1365,1473,91,344
"AN","9/5/2020",NA,12267,3088,6080,745,1320
"AR","9/5/2020",NA,5316,1386,2588,255,824
"AS","9/5/2020",NA,2346,854,1080,121,283
"IB","9/5/2020",NA,1946,105,1121,165,209
"CN","9/5/2020",NA,2258,0,935,178,148
"CB","9/5/2020",NA,2244,440,1027,79,201
"CM","9/5/2020",NA,16343,7319,8895,623,2759
"CL","9/5/2020",NA,17952,5869,8468,546,1897
"CT","9/5/2020",NA,52162,1643,28784,2951,5532
"CE","9/5/2020",NA,110,59,11,4,4
"VC","9/5/2020",NA,10770,3127,5354,716,1323
"EX","9/5/2020",NA,2912,991,1711,109,480
"GA","9/5/2020",NA,8981,1389,2886,325,596
"MD","9/5/2020",NA,65641,4875,41559,3520,8644
"ML","9/5/2020",NA,119,13,44,3,2
"MC","9/5/2020",NA,1508,821,662,112,139
"NC","9/5/2020",NA,5052,2403,2023,135,488
"PV","9/5/2020",NA,13193,4521,6902,571,1418
"RI","9/5/2020",NA,4008,1370,1474,91,346
"AN","10/5/2020",NA,12285,3137,6092,745,1322
"AR","10/5/2020",NA,5336,1395,2595,255,825
"AS","10/5/2020",NA,2350,866,1080,121,288
"IB","10/5/2020",NA,1949,105,1121,165,209
"CN","10/5/2020",NA,2260,0,936,178,149
"CB","10/5/2020",NA,2245,440,1027,79,201
"CM","10/5/2020",NA,16387,7482,8918,624,2786
"CL","10/5/2020",NA,17995,5996,8482,547,1905
"CT","10/5/2020",NA,54807,1643,28820,2952,5555
"CE","10/5/2020",NA,110,59,11,4,4
"VC","10/5/2020",NA,10776,3152,5355,716,1330
"EX","10/5/2020",NA,2918,1001,1725,109,483
"GA","10/5/2020",NA,8999,1389,2902,326,597
"MD","10/5/2020",NA,65693,4877,41650,3529,8683
"ML","10/5/2020",NA,119,13,44,3,2
"MC","10/5/2020",NA,1517,815,665,112,139
"NC","10/5/2020",NA,5065,2421,2029,135,490
"PV","10/5/2020",NA,13203,4542,6922,573,1423
"RI","10/5/2020",NA,4008,1374,1475,91,346
"AN","11/5/2020",NA,12293,3229,6101,745,1326
"AR","11/5/2020",NA,5359,1438,2606,255,828
"AS","11/5/2020",NA,2352,875,1080,121,290
"IB","11/5/2020",NA,1949,105,1122,166,210
"CN","11/5/2020",NA,2268,0,937,178,151
"CB","11/5/2020",NA,2246,445,1027,79,203
"CM","11/5/2020",NA,16431,7620,8940,629,2811
"CL","11/5/2020",NA,18048,6122,8493,547,1914
"CT","11/5/2020",NA,55144,1643,29138,2952,5621
"CE","11/5/2020",NA,114,59,11,4,4
"VC","11/5/2020",NA,10793,3197,5360,717,1336
"EX","11/5/2020",NA,2919,1001,1737,109,487
"GA","11/5/2020",NA,9003,1446,2905,326,598
"MD","11/5/2020",NA,65887,4877,41735,3543,8720
"ML","11/5/2020",NA,119,13,44,3,2
"MC","11/5/2020",NA,1517,816,665,112,139
"NC","11/5/2020",NA,5081,2556,2039,135,493
"PV","11/5/2020",NA,13231,4664,6929,574,1429
"RI","11/5/2020",NA,4008,1384,1478,91,347
"AN","12/5/2020",NA,12317,3312,6114,750,1332
"AR","12/5/2020",NA,5372,1484,2614,255,829
"AS","12/5/2020",NA,2356,896,1080,121,292
"IB","12/5/2020",NA,1953,106,1127,168,215
"CN","12/5/2020",NA,2271,0,937,178,151
"CB","12/5/2020",NA,2256,477,1029,79,205
"CM","12/5/2020",NA,16453,7732,8963,632,2835
"CL","12/5/2020",NA,18105,6157,8517,547,1919
"CT","12/5/2020",NA,55287,1643,29267,2953,5692
"CE","12/5/2020",NA,114,59,11,4,4
"VC","12/5/2020",NA,10816,3285,5370,717,1341
"EX","12/5/2020",NA,2921,1001,1754,109,489
"GA","12/5/2020",NA,9014,1481,2909,327,599
"MD","12/5/2020",NA,66106,4958,41856,3555,8760
