Fecha;Territorio;Medida;Valor;
19/03/2020;Jaén;Total confirmados ;119;
19/03/2020;Jaén;Hospitalizados;41;
19/03/2020;Jaén;Total UCI;;
19/03/2020;Jaén;Fallecidos;2;
19/03/2020;Jaén;Curados;;
19/03/2020;Málaga;Confirmados PCR;;
19/03/2020;Málaga;Confirmados PCR 14 días;;
19/03/2020;Málaga;Confirmados PCR 7 días;0;
19/03/2020;Málaga;Total confirmados ;424;
19/03/2020;Málaga;Hospitalizados;109;
19/03/2020;Málaga;Total UCI;;
19/03/2020;Málaga;Fallecidos;17;
19/03/2020;Málaga;Curados;;
19/03/2020;Sevilla;Confirmados PCR;;
19/03/2020;Sevilla;Confirmados PCR 14 días;;
19/03/2020;Sevilla;Confirmados PCR 7 días;0;
19/03/2020;Sevilla;Total confirmados ;190;
19/03/2020;Sevilla;Hospitalizados;64;
19/03/2020;Sevilla;Total UCI;;
19/03/2020;Sevilla;Fallecidos;1;
19/03/2020;Sevilla;Curados;;
18/03/2020;Andalucía;Confirmados PCR;;
18/03/2020;Andalucía;Confirmados PCR 14 días;;
18/03/2020;Andalucía;Confirmados PCR 7 días;0;
18/03/2020;Andalucía;Total confirmados ;1008;
18/03/2020;Andalucía;Hospitalizados;307;
18/03/2020;Andalucía;Total UCI;;
18/03/2020;Andalucía;Fallecidos;23;
18/03/2020;Andalucía;Curados;;
18/03/2020;Almería;Confirmados PCR;;
18/03/2020;Almería;Confirmados PCR 14 días;;
18/03/2020;Almería;Confirmados PCR 7 días;0;
18/03/2020;Almería;Total confirmados ;37;
18/03/2020;Almería;Hospitalizados;7;
18/03/2020;Almería;Total UCI;;
18/03/2020;Almería;Fallecidos;0;
18/03/2020;Almería;Curados;;
18/03/2020;Cádiz;Confirmados PCR;;
18/03/2020;Cádiz;Confirmados PCR 14 días;;
18/03/2020;Cádiz;Confirmados PCR 7 días;0;
18/03/2020;Cádiz;Total confirmados ;84;
18/03/2020;Cádiz;Hospitalizados;15;
18/03/2020;Cádiz;Total UCI;;
18/03/2020;Cádiz;Fallecidos;0;
18/03/2020;Cádiz;Curados;;
18/03/2020;Córdoba;Confirmados PCR;;
18/03/2020;Córdoba;Confirmados PCR 14 días;;
18/03/2020;Córdoba;Confirmados PCR 7 días;0;
18/03/2020;Córdoba;Total confirmados ;101;
18/03/2020;Córdoba;Hospitalizados;26;
18/03/2020;Córdoba;Total UCI;;
18/03/2020;Córdoba;Fallecidos;0;
18/03/2020;Córdoba;Curados;;
18/03/2020;Granada;Confirmados PCR;;
18/03/2020;Granada;Confirmados PCR 14 días;;
18/03/2020;Granada;Confirmados PCR 7 días;0;
18/03/2020;Granada;Total confirmados ;176;
18/03/2020;Granada;Hospitalizados;66;
18/03/2020;Granada;Total UCI;;
18/03/2020;Granada;Fallecidos;7;
18/03/2020;Granada;Curados;;
18/03/2020;Huelva;Confirmados PCR;;
18/03/2020;Huelva;Confirmados PCR 14 días;;
18/03/2020;Huelva;Confirmados PCR 7 días;0;
18/03/2020;Huelva;Total confirmados ;23;
18/03/2020;Huelva;Hospitalizados;15;
18/03/2020;Huelva;Total UCI;;
18/03/2020;Huelva;Fallecidos;0;
18/03/2020;Huelva;Curados;;
18/03/2020;Jaén;Confirmados PCR;;
18/03/2020;Jaén;Confirmados PCR 14 días;;
18/03/2020;Jaén;Confirmados PCR 7 días;0;
18/03/2020;Jaén;Total confirmados ;88;
18/03/2020;Jaén;Hospitalizados;32;
18/03/2020;Jaén;Total UCI;;
18/03/2020;Jaén;Fallecidos;2;
18/03/2020;Jaén;Curados;;
18/03/2020;Málaga;Confirmados PCR;;
18/03/2020;Málaga;Confirmados PCR 14 días;;
18/03/2020;Málaga;Confirmados PCR 7 días;0;
18/03/2020;Málaga;Total confirmados ;361;
18/03/2020;Málaga;Hospitalizados;93;
18/03/2020;Málaga;Total UCI;;
18/03/2020;Málaga;Fallecidos;13;
18/03/2020;Málaga;Curados;;
18/03/2020;Sevilla;Confirmados PCR;;
18/03/2020;Sevilla;Confirmados PCR 14 días;;
18/03/2020;Sevilla;Confirmados PCR 7 días;0;
18/03/2020;Sevilla;Total confirmados ;138;
18/03/2020;Sevilla;Hospitalizados;53;
18/03/2020;Sevilla;Total UCI;;
18/03/2020;Sevilla;Fallecidos;1;
18/03/2020;Sevilla;Curados;;
17/03/2020;Andalucía;Confirmados PCR;;
17/03/2020;Andalucía;Confirmados PCR 14 días;;
17/03/2020;Andalucía;Confirmados PCR 7 días;0;
17/03/2020;Andalucía;Total confirmados ;859;
17/03/2020;Andalucía;Hospitalizados;223;
17/03/2020;Andalucía;Total UCI;;
17/03/2020;Andalucía;Fallecidos;19;
17/03/2020;Andalucía;Curados;;
17/03/2020;Almería;Confirmados PCR;;
17/03/2020;Almería;Confirmados PCR 14 días;;
17/03/2020;Almería;Confirmados PCR 7 días;0;
17/03/2020;Almería;Total confirmados ;30;
17/03/2020;Almería;Hospitalizados;3;
17/03/2020;Almería;Total UCI;;
17/03/2020;Almería;Fallecidos;0;
17/03/2020;Almería;Curados;;
17/03/2020;Cádiz;Confirmados PCR;;
17/03/2020;Cádiz;Confirmados PCR 14 días;;
17/03/2020;Cádiz;Confirmados PCR 7 días;0;
17/03/2020;Cádiz;Total confirmados ;74;
17/03/2020;Cádiz;Hospitalizados;3;
17/03/2020;Cádiz;Total UCI;;
17/03/2020;Cádiz;Fallecidos;0;
17/03/2020;Cádiz;Curados;;
17/03/2020;Córdoba;Confirmados PCR;;
17/03/2020;Córdoba;Confirmados PCR 14 días;;
17/03/2020;Córdoba;Confirmados PCR 7 días;0;
17/03/2020;Córdoba;Total confirmados ;78;
17/03/2020;Córdoba;Hospitalizados;19;
17/03/2020;Córdoba;Total UCI;;
17/03/2020;Córdoba;Fallecidos;0;
17/03/2020;Córdoba;Curados;;
17/03/2020;Granada;Confirmados PCR;;
17/03/2020;Granada;Confirmados PCR 14 días;;
17/03/2020;Granada;Confirmados PCR 7 días;0;
17/03/2020;Granada;Total confirmados ;130;
17/03/2020;Granada;Hospitalizados;29;
17/03/2020;Granada;Total UCI;;
17/03/2020;Granada;Fallecidos;6;
17/03/2020;Granada;Curados;;
17/03/2020;Huelva;Confirmados PCR;;
17/03/2020;Huelva;Confirmados PCR 14 días;;
17/03/2020;Huelva;Confirmados PCR 7 días;0;
17/03/2020;Huelva;Total confirmados ;14;
17/03/2020;Huelva;Hospitalizados;4;
17/03/2020;Huelva;Total UCI;;
17/03/2020;Huelva;Fallecidos;0;
17/03/2020;Huelva;Curados;;
17/03/2020;Jaén;Confirmados PCR;;
17/03/2020;Jaén;Confirmados PCR 14 días;;
17/03/2020;Jaén;Confirmados PCR 7 días;0;
17/03/2020;Jaén;Total confirmados ;77;
17/03/2020;Jaén;Hospitalizados;10;
17/03/2020;Jaén;Total UCI;;
17/03/2020;Jaén;Fallecidos;2;
17/03/2020;Jaén;Curados;;
17/03/2020;Málaga;Confirmados PCR;;
17/03/2020;Málaga;Confirmados PCR 14 días;;
17/03/2020;Málaga;Confirmados PCR 7 días;0;
17/03/2020;Málaga;Total confirmados ;333;
17/03/2020;Málaga;Hospitalizados;113;
17/03/2020;Málaga;Total UCI;;
17/03/2020;Málaga;Fallecidos;10;
17/03/2020;Málaga;Curados;;
17/03/2020;Sevilla;Confirmados PCR;;
17/03/2020;Sevilla;Confirmados PCR 14 días;;
17/03/2020;Sevilla;Confirmados PCR 7 días;0;
17/03/2020;Sevilla;Total confirmados ;123;
17/03/2020;Sevilla;Hospitalizados;42;
17/03/2020;Sevilla;Total UCI;;
17/03/2020;Sevilla;Fallecidos;1;
17/03/2020;Sevilla;Curados;;
16/03/2020;Andalucía;Confirmados PCR;;
16/03/2020;Andalucía;Confirmados PCR 14 días;;
16/03/2020;Andalucía;Confirmados PCR 7 días;0;
16/03/2020;Andalucía;Total confirmados ;683;
16/03/2020;Andalucía;Hospitalizados;200;
16/03/2020;Andalucía;Total UCI;;
16/03/2020;Andalucía;Fallecidos;11;
16/03/2020;Andalucía;Curados;;
16/03/2020;Almería;Confirmados PCR;;
16/03/2020;Almería;Confirmados PCR 14 días;;
16/03/2020;Almería;Confirmados PCR 7 días;0;
16/03/2020;Almería;Total confirmados ;26;
16/03/2020;Almería;Hospitalizados;3;
16/03/2020;Almería;Total UCI;;
16/03/2020;Almería;Fallecidos;0;
16/03/2020;Almería;Curados;;
16/03/2020;Cádiz;Confirmados PCR;;
16/03/2020;Cádiz;Confirmados PCR 14 días;;
16/03/2020;Cádiz;Confirmados PCR 7 días;0;
16/03/2020;Cádiz;Total confirmados ;56;
16/03/2020;Cádiz;Hospitalizados;3;
16/03/2020;Cádiz;Total UCI;;
16/03/2020;Cádiz;Fallecidos;0;
16/03/2020;Cádiz;Curados;;
16/03/2020;Córdoba;Confirmados PCR;;
16/03/2020;Córdoba;Confirmados PCR 14 días;;
16/03/2020;Córdoba;Confirmados PCR 7 días;0;
16/03/2020;Córdoba;Total confirmados ;68;
16/03/2020;Córdoba;Hospitalizados;18;
16/03/2020;Córdoba;Total UCI;;
16/03/2020;Córdoba;Fallecidos;0;
16/03/2020;Córdoba;Curados;;
16/03/2020;Granada;Confirmados PCR;;
16/03/2020;Granada;Confirmados PCR 14 días;;
16/03/2020;Granada;Confirmados PCR 7 días;0;
16/03/2020;Granada;Total confirmados ;95;
16/03/2020;Granada;Hospitalizados;36;
16/03/2020;Granada;Total UCI;;
16/03/2020;Granada;Fallecidos;2;
16/03/2020;Granada;Curados;;
16/03/2020;Huelva;Confirmados PCR;;
16/03/2020;Huelva;Confirmados PCR 14 días;;
16/03/2020;Huelva;Confirmados PCR 7 días;0;
16/03/2020;Huelva;Total confirmados ;8;
16/03/2020;Huelva;Hospitalizados;1;
16/03/2020;Huelva;Total UCI;;
16/03/2020;Huelva;Fallecidos;0;
16/03/2020;Huelva;Curados;;
16/03/2020;Jaén;Confirmados PCR;;
16/03/2020;Jaén;Confirmados PCR 14 días;;
16/03/2020;Jaén;Confirmados PCR 7 días;0;
16/03/2020;Jaén;Total confirmados ;52;
16/03/2020;Jaén;Hospitalizados;8;
16/03/2020;Jaén;Total UCI;;
16/03/2020;Jaén;Fallecidos;2;
16/03/2020;Jaén;Curados;;
16/03/2020;Málaga;Confirmados PCR;;
16/03/2020;Málaga;Confirmados PCR 14 días;;
16/03/2020;Málaga;Confirmados PCR 7 días;0;
16/03/2020;Málaga;Total confirmados ;278;
16/03/2020;Málaga;Hospitalizados;97;
16/03/2020;Málaga;Total UCI;;
16/03/2020;Málaga;Fallecidos;6;
16/03/2020;Málaga;Curados;;
16/03/2020;Sevilla;Confirmados PCR;;
16/03/2020;Sevilla;Confirmados PCR 14 días;;
16/03/2020;Sevilla;Confirmados PCR 7 días;0;
16/03/2020;Sevilla;Total confirmados ;100;
16/03/2020;Sevilla;Hospitalizados;34;
16/03/2020;Sevilla;Total UCI;;
16/03/2020;Sevilla;Fallecidos;1;
16/03/2020;Sevilla;Curados;;
15/03/2020;Andalucía;Confirmados PCR;;
15/03/2020;Andalucía;Confirmados PCR 14 días;;
15/03/2020;Andalucía;Confirmados PCR 7 días;0;
15/03/2020;Andalucía;Total confirmados ;554;
15/03/2020;Andalucía;Hospitalizados;160;
15/03/2020;Andalucía;Total UCI;;
15/03/2020;Andalucía;Fallecidos;7;
15/03/2020;Andalucía;Curados;;
15/03/2020;Almería;Confirmados PCR;;
15/03/2020;Almería;Confirmados PCR 14 días;;
15/03/2020;Almería;Confirmados PCR 7 días;0;
15/03/2020;Almería;Total confirmados ;23;
15/03/2020;Almería;Hospitalizados;1;
15/03/2020;Almería;Total UCI;;
15/03/2020;Almería;Fallecidos;0;
15/03/2020;Almería;Curados;;
15/03/2020;Cádiz;Confirmados PCR;;
15/03/2020;Cádiz;Confirmados PCR 14 días;;
15/03/2020;Cádiz;Confirmados PCR 7 días;0;
15/03/2020;Cádiz;Total confirmados ;48;
15/03/2020;Cádiz;Hospitalizados;3;
15/03/2020;Cádiz;Total UCI;;
15/03/2020;Cádiz;Fallecidos;0;
15/03/2020;Cádiz;Curados;;
15/03/2020;Córdoba;Confirmados PCR;;
15/03/2020;Córdoba;Confirmados PCR 14 días;;
15/03/2020;Córdoba;Confirmados PCR 7 días;0;
15/03/2020;Córdoba;Total confirmados ;41;
15/03/2020;Córdoba;Hospitalizados;7;
15/03/2020;Córdoba;Total UCI;;
15/03/2020;Córdoba;Fallecidos;0;
15/03/2020;Córdoba;Curados;;
15/03/2020;Granada;Confirmados PCR;;
15/03/2020;Granada;Confirmados PCR 14 días;;
15/03/2020;Granada;Confirmados PCR 7 días;0;
15/03/2020;Granada;Total confirmados ;67;
15/03/2020;Granada;Hospitalizados;28;
15/03/2020;Granada;Total UCI;;
15/03/2020;Granada;Fallecidos;0;
15/03/2020;Granada;Curados;;
15/03/2020;Huelva;Confirmados PCR;;
15/03/2020;Huelva;Confirmados PCR 14 días;;
15/03/2020;Huelva;Confirmados PCR 7 días;0;
15/03/2020;Huelva;Total confirmados ;6;
15/03/2020;Huelva;Hospitalizados;5;
15/03/2020;Huelva;Total UCI;;
15/03/2020;Huelva;Fallecidos;0;
15/03/2020;Huelva;Curados;;
15/03/2020;Jaén;Confirmados PCR;;
15/03/2020;Jaén;Confirmados PCR 14 días;;
15/03/2020;Jaén;Confirmados PCR 7 días;0;
15/03/2020;Jaén;Total confirmados ;50;
15/03/2020;Jaén;Hospitalizados;10;
15/03/2020;Jaén;Total UCI;;
15/03/2020;Jaén;Fallecidos;2;
15/03/2020;Jaén;Curados;;
15/03/2020;Málaga;Confirmados PCR;;
15/03/2020;Málaga;Confirmados PCR 14 días;;
15/03/2020;Málaga;Confirmados PCR 7 días;0;
15/03/2020;Málaga;Total confirmados ;235;
15/03/2020;Málaga;Hospitalizados;85;
15/03/2020;Málaga;Total UCI;;
15/03/2020;Málaga;Fallecidos;5;
15/03/2020;Málaga;Curados;;
15/03/2020;Sevilla;Confirmados PCR;;
15/03/2020;Sevilla;Confirmados PCR 14 días;;
15/03/2020;Sevilla;Confirmados PCR 7 días;0;
15/03/2020;Sevilla;Total confirmados ;84;
15/03/2020;Sevilla;Hospitalizados;21;
15/03/2020;Sevilla;Total UCI;;
15/03/2020;Sevilla;Fallecidos;0;
15/03/2020;Sevilla;Curados;;
14/03/2020;Andalucía;Confirmados PCR;;
14/03/2020;Andalucía;Confirmados PCR 14 días;;
14/03/2020;Andalucía;Confirmados PCR 7 días;0;
14/03/2020;Andalucía;Total confirmados ;437;
14/03/2020;Andalucía;Hospitalizados;134;
14/03/2020;Andalucía;Total UCI;;
14/03/2020;Andalucía;Fallecidos;6;
14/03/2020;Andalucía;Curados;;
14/03/2020;Almería;Confirmados PCR;;
14/03/2020;Almería;Confirmados PCR 14 días;;
14/03/2020;Almería;Confirmados PCR 7 días;0;
14/03/2020;Almería;Total confirmados ;14;
14/03/2020;Almería;Hospitalizados;1;
14/03/2020;Almería;Total UCI;;
14/03/2020;Almería;Fallecidos;0;
14/03/2020;Almería;Curados;;
14/03/2020;Cádiz;Confirmados PCR;;
14/03/2020;Cádiz;Confirmados PCR 14 días;;
14/03/2020;Cádiz;Confirmados PCR 7 días;0;
14/03/2020;Cádiz;Total confirmados ;34;
14/03/2020;Cádiz;Hospitalizados;8;
14/03/2020;Cádiz;Total UCI;;
14/03/2020;Cádiz;Fallecidos;0;
14/03/2020;Cádiz;Curados;;
14/03/2020;Córdoba;Confirmados PCR;;
14/03/2020;Córdoba;Confirmados PCR 14 días;;
14/03/2020;Córdoba;Confirmados PCR 7 días;0;
14/03/2020;Córdoba;Total confirmados ;37;
14/03/2020;Córdoba;Hospitalizados;6;
14/03/2020;Córdoba;Total UCI;;
14/03/2020;Córdoba;Fallecidos;0;
14/03/2020;Córdoba;Curados;;
14/03/2020;Granada;Confirmados PCR;;
14/03/2020;Granada;Confirmados PCR 14 días;;
14/03/2020;Granada;Confirmados PCR 7 días;0;
14/03/2020;Granada;Total confirmados ;57;
14/03/2020;Granada;Hospitalizados;20;
14/03/2020;Granada;Total UCI;;
14/03/2020;Granada;Fallecidos;0;
14/03/2020;Granada;Curados;;
14/03/2020;Huelva;Confirmados PCR;;
14/03/2020;Huelva;Confirmados PCR 14 días;;
14/03/2020;Huelva;Confirmados PCR 7 días;0;
14/03/2020;Huelva;Total confirmados ;6;
14/03/2020;Huelva;Hospitalizados;0;
14/03/2020;Huelva;Total UCI;;
14/03/2020;Huelva;Fallecidos;0;
14/03/2020;Huelva;Curados;;
14/03/2020;Jaén;Confirmados PCR;;
14/03/2020;Jaén;Confirmados PCR 14 días;;
14/03/2020;Jaén;Confirmados PCR 7 días;0;
14/03/2020;Jaén;Total confirmados ;47;
14/03/2020;Jaén;Hospitalizados;3;
14/03/2020;Jaén;Total UCI;;
14/03/2020;Jaén;Fallecidos;2;
14/03/2020;Jaén;Curados;;
14/03/2020;Málaga;Confirmados PCR;;
14/03/2020;Málaga;Confirmados PCR 14 días;;
14/03/2020;Málaga;Confirmados PCR 7 días;0;
14/03/2020;Málaga;Total confirmados ;180;
14/03/2020;Málaga;Hospitalizados;81;
14/03/2020;Málaga;Total UCI;;
14/03/2020;Málaga;Fallecidos;4;
14/03/2020;Málaga;Curados;;
14/03/2020;Sevilla;Confirmados PCR;;
14/03/2020;Sevilla;Confirmados PCR 14 días;;
14/03/2020;Sevilla;Confirmados PCR 7 días;0;
14/03/2020;Sevilla;Total confirmados ;62;
14/03/2020;Sevilla;Hospitalizados;15;
14/03/2020;Sevilla;Total UCI;;
14/03/2020;Sevilla;Fallecidos;0;
14/03/2020;Sevilla;Curados;;
13/03/2020;Andalucía;Confirmados PCR;;
13/03/2020;Andalucía;Confirmados PCR 14 días;;
13/03/2020;Andalucía;Confirmados PCR 7 días;0;
13/03/2020;Andalucía;Total confirmados ;269;
13/03/2020;Andalucía;Hospitalizados;75;
13/03/2020;Andalucía;Total UCI;;
13/03/2020;Andalucía;Fallecidos;2;
13/03/2020;Andalucía;Curados;;
13/03/2020;Almería;Confirmados PCR;;
13/03/2020;Almería;Confirmados PCR 14 días;;
13/03/2020;Almería;Confirmados PCR 7 días;0;
13/03/2020;Almería;Total confirmados ;13;
13/03/2020;Almería;Hospitalizados;0;
13/03/2020;Almería;Total UCI;;
13/03/2020;Almería;Fallecidos;0;
13/03/2020;Almería;Curados;;
13/03/2020;Cádiz;Confirmados PCR;;
13/03/2020;Cádiz;Confirmados PCR 14 días;;
13/03/2020;Cádiz;Confirmados PCR 7 días;0;
13/03/2020;Cádiz;Total confirmados ;21;
13/03/2020;Cádiz;Hospitalizados;2;
13/03/2020;Cádiz;Total UCI;;
13/03/2020;Cádiz;Fallecidos;0;
13/03/2020;Cádiz;Curados;;
13/03/2020;Córdoba;Confirmados PCR;;
13/03/2020;Córdoba;Confirmados PCR 14 días;;
13/03/2020;Córdoba;Confirmados PCR 7 días;0;
13/03/2020;Córdoba;Total confirmados ;18;
13/03/2020;Córdoba;Hospitalizados;3;
13/03/2020;Córdoba;Total UCI;;
13/03/2020;Córdoba;Fallecidos;0;
13/03/2020;Córdoba;Curados;;
13/03/2020;Granada;Confirmados PCR;;
13/03/2020;Granada;Confirmados PCR 14 días;;
13/03/2020;Granada;Confirmados PCR 7 días;0;
13/03/2020;Granada;Total confirmados ;22;
13/03/2020;Granada;Hospitalizados;6;
13/03/2020;Granada;Total UCI;;
13/03/2020;Granada;Fallecidos;0;
13/03/2020;Granada;Curados;;
13/03/2020;Huelva;Confirmados PCR;;
13/03/2020;Huelva;Confirmados PCR 14 días;;
13/03/2020;Huelva;Confirmados PCR 7 días;0;
13/03/2020;Huelva;Total confirmados ;4;
13/03/2020;Huelva;Hospitalizados;0;
13/03/2020;Huelva;Total UCI;;
13/03/2020;Huelva;Fallecidos;0;
13/03/2020;Huelva;Curados;;
13/03/2020;Jaén;Confirmados PCR;;
13/03/2020;Jaén;Confirmados PCR 14 días;;
13/03/2020;Jaén;Confirmados PCR 7 días;0;
13/03/2020;Jaén;Total confirmados ;34;
13/03/2020;Jaén;Hospitalizados;10;
13/03/2020;Jaén;Total UCI;;
13/03/2020;Jaén;Fallecidos;0;
13/03/2020;Jaén;Curados;;
13/03/2020;Málaga;Confirmados PCR;;
13/03/2020;Málaga;Confirmados PCR 14 días;;
13/03/2020;Málaga;Confirmados PCR 7 días;0;
13/03/2020;Málaga;Total confirmados ;128;
13/03/2020;Málaga;Hospitalizados;46;
13/03/2020;Málaga;Total UCI;;
13/03/2020;Málaga;Fallecidos;2;
13/03/2020;Málaga;Curados;;
13/03/2020;Sevilla;Confirmados PCR;;
13/03/2020;Sevilla;Confirmados PCR 14 días;;
13/03/2020;Sevilla;Confirmados PCR 7 días;0;
13/03/2020;Sevilla;Total confirmados ;29;
13/03/2020;Sevilla;Hospitalizados;8;
13/03/2020;Sevilla;Total UCI;;
13/03/2020;Sevilla;Fallecidos;0;
13/03/2020;Sevilla;Curados;;
12/03/2020;Andalucía;Confirmados PCR;;
12/03/2020;Andalucía;Confirmados PCR 14 días;;
12/03/2020;Andalucía;Confirmados PCR 7 días;0;
12/03/2020;Andalucía;Total confirmados ;158;
12/03/2020;Andalucía;Hospitalizados;;
12/03/2020;Andalucía;Total UCI;;
12/03/2020;Andalucía;Fallecidos;0;
12/03/2020;Andalucía;Curados;;
12/03/2020;Almería;Confirmados PCR;;
12/03/2020;Almería;Confirmados PCR 14 días;;
12/03/2020;Almería;Confirmados PCR 7 días;0;
12/03/2020;Almería;Total confirmados ;4;
12/03/2020;Almería;Hospitalizados;;
12/03/2020;Almería;Total UCI;;
12/03/2020;Almería;Fallecidos;0;
12/03/2020;Almería;Curados;;
12/03/2020;Cádiz;Confirmados PCR;;
12/03/2020;Cádiz;Confirmados PCR 14 días;;
12/03/2020;Cádiz;Confirmados PCR 7 días;0;
12/03/2020;Cádiz;Total confirmados ;11;
12/03/2020;Cádiz;Hospitalizados;;
12/03/2020;Cádiz;Total UCI;;
12/03/2020;Cádiz;Fallecidos;0;
12/03/2020;Cádiz;Curados;;
12/03/2020;Córdoba;Confirmados PCR;;
12/03/2020;Córdoba;Confirmados PCR 14 días;;
12/03/2020;Córdoba;Confirmados PCR 7 días;0;
12/03/2020;Córdoba;Total confirmados ;3;
12/03/2020;Córdoba;Hospitalizados;;
12/03/2020;Córdoba;Total UCI;;
12/03/2020;Córdoba;Fallecidos;0;
12/03/2020;Córdoba;Curados;;
12/03/2020;Granada;Confirmados PCR;;
12/03/2020;Granada;Confirmados PCR 14 días;;
12/03/2020;Granada;Confirmados PCR 7 días;0;
12/03/2020;Granada;Total confirmados ;13;
12/03/2020;Granada;Hospitalizados;;
12/03/2020;Granada;Total UCI;;
12/03/2020;Granada;Fallecidos;0;
12/03/2020;Granada;Curados;;
12/03/2020;Huelva;Confirmados PCR;;
12/03/2020;Huelva;Confirmados PCR 14 días;;
12/03/2020;Huelva;Confirmados PCR 7 días;0;
12/03/2020;Huelva;Total confirmados ;2;
12/03/2020;Huelva;Hospitalizados;;
12/03/2020;Huelva;Total UCI;;
12/03/2020;Huelva;Fallecidos;0;
12/03/2020;Huelva;Curados;;
12/03/2020;Jaén;Confirmados PCR;;
12/03/2020;Jaén;Confirmados PCR 14 días;;
12/03/2020;Jaén;Confirmados PCR 7 días;0;
12/03/2020;Jaén;Total confirmados ;17;
12/03/2020;Jaén;Hospitalizados;;
12/03/2020;Jaén;Total UCI;;
12/03/2020;Jaén;Fallecidos;0;
12/03/2020;Jaén;Curados;;
12/03/2020;Málaga;Confirmados PCR;;
12/03/2020;Málaga;Confirmados PCR 14 días;;
12/03/2020;Málaga;Confirmados PCR 7 días;0;
12/03/2020;Málaga;Total confirmados ;97;
12/03/2020;Málaga;Hospitalizados;;
12/03/2020;Málaga;Total UCI;;
12/03/2020;Málaga;Fallecidos;0;
12/03/2020;Málaga;Curados;;
12/03/2020;Sevilla;Confirmados PCR;;
12/03/2020;Sevilla;Confirmados PCR 14 días;;
12/03/2020;Sevilla;Confirmados PCR 7 días;0;
12/03/2020;Sevilla;Total confirmados ;11;
12/03/2020;Sevilla;Hospitalizados;;
12/03/2020;Sevilla;Total UCI;;
12/03/2020;Sevilla;Fallecidos;0;
12/03/2020;Sevilla;Curados;;
11/03/2020;Andalucía;Confirmados PCR;;
11/03/2020;Andalucía;Confirmados PCR 14 días;;
11/03/2020;Andalucía;Confirmados PCR 7 días;0;
11/03/2020;Andalucía;Total confirmados ;95;
11/03/2020;Andalucía;Hospitalizados;;
11/03/2020;Andalucía;Total UCI;;
11/03/2020;Andalucía;Fallecidos;0;
11/03/2020;Andalucía;Curados;;
11/03/2020;Almería;Confirmados PCR;;
11/03/2020;Almería;Confirmados PCR 14 días;;
11/03/2020;Almería;Confirmados PCR 7 días;0;
11/03/2020;Almería;Total confirmados ;3;
11/03/2020;Almería;Hospitalizados;;
11/03/2020;Almería;Total UCI;;
11/03/2020;Almería;Fallecidos;0;
11/03/2020;Almería;Curados;;
11/03/2020;Cádiz;Confirmados PCR;;
11/03/2020;Cádiz;Confirmados PCR 14 días;;
11/03/2020;Cádiz;Confirmados PCR 7 días;0;
11/03/2020;Cádiz;Total confirmados ;6;
11/03/2020;Cádiz;Hospitalizados;;
11/03/2020;Cádiz;Total UCI;;
11/03/2020;Cádiz;Fallecidos;0;
11/03/2020;Cádiz;Curados;;
11/03/2020;Córdoba;Confirmados PCR;;
11/03/2020;Córdoba;Confirmados PCR 14 días;;
11/03/2020;Córdoba;Confirmados PCR 7 días;0;
11/03/2020;Córdoba;Total confirmados ;2;
11/03/2020;Córdoba;Hospitalizados;;
11/03/2020;Córdoba;Total UCI;;
11/03/2020;Córdoba;Fallecidos;0;
11/03/2020;Córdoba;Curados;;
11/03/2020;Granada;Confirmados PCR;;
11/03/2020;Granada;Confirmados PCR 14 días;;
11/03/2020;Granada;Confirmados PCR 7 días;0;
11/03/2020;Granada;Total confirmados ;0;
11/03/2020;Granada;Hospitalizados;;
11/03/2020;Granada;Total UCI;;
11/03/2020;Granada;Fallecidos;0;
11/03/2020;Granada;Curados;;
11/03/2020;Huelva;Confirmados PCR;;
11/03/2020;Huelva;Confirmados PCR 14 días;;
11/03/2020;Huelva;Confirmados PCR 7 días;0;
11/03/2020;Huelva;Total confirmados ;1;
11/03/2020;Huelva;Hospitalizados;;
11/03/2020;Huelva;Total UCI;;
11/03/2020;Huelva;Fallecidos;0;
11/03/2020;Huelva;Curados;;
11/03/2020;Jaén;Confirmados PCR;;
11/03/2020;Jaén;Confirmados PCR 14 días;;
11/03/2020;Jaén;Confirmados PCR 7 días;0;
11/03/2020;Jaén;Total confirmados ;10;
11/03/2020;Jaén;Hospitalizados;;
11/03/2020;Jaén;Total UCI;;
11/03/2020;Jaén;Fallecidos;0;
11/03/2020;Jaén;Curados;;
11/03/2020;Málaga;Confirmados PCR;;
11/03/2020;Málaga;Confirmados PCR 14 días;;
11/03/2020;Málaga;Confirmados PCR 7 días;0;
11/03/2020;Málaga;Total confirmados ;67;
11/03/2020;Málaga;Hospitalizados;;
11/03/2020;Málaga;Total UCI;;
11/03/2020;Málaga;Fallecidos;0;
11/03/2020;Málaga;Curados;;
11/03/2020;Sevilla;Confirmados PCR;;
11/03/2020;Sevilla;Confirmados PCR 14 días;;
11/03/2020;Sevilla;Confirmados PCR 7 días;0;
11/03/2020;Sevilla;Total confirmados ;6;
11/03/2020;Sevilla;Hospitalizados;;
11/03/2020;Sevilla;Total UCI;;
11/03/2020;Sevilla;Fallecidos;0;
11/03/2020;Sevilla;Curados;;
10/03/2020;Andalucía;Confirmados PCR;;
10/03/2020;Andalucía;Confirmados PCR 14 días;;
10/03/2020;Andalucía;Confirmados PCR 7 días;0;
10/03/2020;Andalucía;Total confirmados ;82;
10/03/2020;Andalucía;Hospitalizados;;
